JobDescription,Company,Experience,Salary,Location,JobDetails,Skills
Data Scientist - Healthcare MNC - Noida,PEOPLE STAFFING SOLUTIONS,5-8 Yrs,"6,00,000 - 15,00,000 PA.",Noida,"Working experience of statistical techniques (like linear regression, logistic regressi...","hive
Predictive Modeling
Natural Language Processing
Model Validation
pyspark
Machine Learning
Deep Learning
sql"
German MNC Looking For Data Scientist,Pleco Migration Private Limited,2-7 Yrs,"30,00,000 - 45,00,000 PA.","Denmark, Canada",Call to Divya: 9870446618 As a Data scientist duties typically include creating various...,"data extraction
company research
senior analyst
Data Scientist
data mining
Lead Data Analyst
Data Management
Senior Data Scientist"
Hiring For Data Scientist,Flywings enterprises,2-7 Yrs,Not disclosed,Pune,"Have minimum 2+ Years of experience . Experience in machine learning, python, Pattern R...","Algorithm Development
Pattern Recognition
Natural Language Processing
Machine Learning
Leadership Skills
Python"
Data Scientist - Python/ R,Catalyst,2-6 Yrs,Not disclosed,Bengaluru,Comfortable writing code and contributing to a code base in Python or R. - Proficient i...,"Product Development
Quantitative Analysis
Computer Science
Senior Management
Product Engineering
Organization Skills"
Data Scientist,Pluto7,2-4 Yrs,Not disclosed,Bengaluru,Applied experience with machine learning on large datasets and experience translating a...,"Data analysis
Prototype
Business transformation
SAS
GCP
Analytical
Artificial Intelligence
Machine learning"
Data Scientist,Seven Consultancy,3-6 Yrs,Not disclosed,"Navi Mumbai, Mumbai",JOB DETAILS 1. Develop forecasting and probability scoring models 2. Perform statistica...,"Data analysis
Artificial Intelligence
Machine learning
Management consulting
Pattern recognition
Data mining
Forecasting
SQL"
Data Scientist,Tatras,4-8 Yrs,Not disclosed,Delhi,Job Description We are looking for data scientists with good knowledge of Data Structur...,"Unix
C++
Linux
Django
Shell scripting
Machine learning
Data structures
Data mining"
Data Scientist - Analytics & Insights Team - Ecommerce/ Food Tech/,Confidential,3-5 Yrs,Not disclosed,Delhi NCR,QUALIFICATIONS & EXPERIENCE: - Masters degree (or Bachelors degree with equivalent expe...,"Data Science
Data Scientist
Statistical Modeling
Data Mining
Data Visualization
Data Modeling
Data Analytics
Statistics"
Data Scientist - Credit & Lending : Leading Fintech : Bangalore,Global Talent Acquisition Partners,4-9 Yrs,"25,00,000 - 40,00,000 PA.",Bengaluru,Leverage advanced Machine Learning and Big Data Analytics to credit risk score and asse...,"Tensorflow
bangalore
python
lending
machine learning
fintech
sql
pandas"
Con / Sr Con / AM / Mgr - Data Scientist ( Bangalore / Gurgaon Only ),Pylon Management Consulting Pvt Ltd,3-8 Yrs,Not disclosed,"Bengaluru, Gurgaon","Masters, or PhD in Computer Science, Statistics, Mathematics, Engineering, Bioinformati...","deep learning
NLP
Logistic Regression
predictive modeling
Linear Regression
Time Series Analysis
neural networks
computer vision"
Data Scientist,Credence Resource Management Pvt Ltd,11-15 Yrs,"13,00,000 - 23,00,000 PA.",Pune(Kharadi),Should be strong in Statistical tools & Maths AlgorithmsRequired Candidate profileProfi...,"algorithms
c++
python
c
neural networks
Hadoop
data architecture
machine learning"
Data Scientist / ML engineer,Splice Global Services,2-5 Yrs,Not disclosed,Gurgaon,"Selecting features, building and optimizing classifiers using machine learning techniqu...","data science
Machine learning
Data collection
Programming
Data mining
MATLAB
Statistics
SQL"
Data Scientist - Machine & Deep Learning,Connexions,2-6 Yrs,Not disclosed,Bengaluru,Experience of building / deploying models and maintaining them in production Bachelor o...,"Data Science
Tensorflow
NLP
Data Scientist
Data Mining
Data Analytics
Machine Learning
Deep Learning"
Data Scientist - Fintech Startup - IIT/ IIM/ Bits/ NIT,3D India Staffing Research Consulting Pvt Ltd,3-6 Yrs,Not disclosed,Gurgaon,"Employment Type : Permanent Job, Full TimeQualification : BTech / BE, from IIT/ IIM/ BI...","R
Lending
SAS
Hadoop
Spark
IIM
quantitative analysis
Machine Learning"
DATA SCIENTIST,Fiddich Consulting,5-8 Yrs,Not disclosed,Bengaluru,"We are looking for an outstanding individuals who combine superb technical, communicati...","Algorithms
Data modeling
Analytical
Machine learning
Grid
Perl
Data mining
MATLAB"
Data Scientist Process Analytics Group,Tridiagonal Solutions Pvt. Ltd.,7-12 Yrs,Not disclosed,Pune,"About an Opportunity : For our Data Science and Analytics Practice, we are looking for ...","Mining
Computer science
Data management
Pharma
Consulting
Workflow
Data quality
Troubleshooting"
Data Scientist (computer Vision),Snaphunt,2-7 Yrs,Not disclosed,Bengaluru,The Offer Develop and deploy image processing & machine learning solutions that will im...,"Tensorflow
Object Detection
C
Image Processing
Neural Networks
Keras
Machine Vision
Computer Vision"
